,abbreviation,assist_percentage,assists,away_losses,away_wins,block_percentage,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,free_throws_per_field_goal_attempt,home_losses,home_wins,losses,offensive_rating,offensive_rebound_percentage,offensive_rebounds,opp_assist_percentage,opp_assists,opp_block_percentage,opp_blocks,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempt_rate,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steal_percentage,opp_steals,opp_three_point_attempt_rate,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,opp_total_rebound_percentage,opp_total_rebounds,opp_true_shooting_percentage,opp_turnover_percentage,opp_turnovers,pace,personal_fouls,points,simple_rating_system,steal_percentage,steals,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_percentage,wins
NEVADA,NEVADA,0.601,0.4076923076923077,3,0,0.094,0.08653846153846154,0.7192307692307692,0.506,1.5326923076923078,0.443,0.6788461538461539,0.319,0.48846153846153845,0.772,0.3769230769230769,0.246,2,5,6,101.9,0.24,0.2153846153846154,0.528,0.36730769230769234,0.08,0.07692307692307693,0.6807692307692308,0.51,1.5903846153846153,0.438,0.6961538461538461,0.254,0.40384615384615385,0.676,0.27307692307692305,0.172,0.24600000000000002,0.23461538461538461,0.47115384615384615,1.898076923076923,0.08,0.1519230769230769,0.421,0.6692307692307692,0.342,0.22884615384615384,0.9211538461538461,0.507,0.4673076923076923,0.495,0.9153846153846154,0.533,0.159,0.33653846153846156,75.6,0.41346153846153844,1.926923076923077,3.1,0.08,0.1519230769230769,4.85,0.371,0.5692307692307692,0.338,0.19230769230769232,0.9634615384615385,0.505,0.48653846153846153,0.505,0.9346153846153846,0.546,0.16399999999999998,0.34615384615384615,0.538,7
NEW-HAMPSHIRE,NEW-HAMPSHIRE,0.484,0.31363636363636366,5,1,0.087,0.075,0.6772727272727272,0.526,1.459090909090909,0.444,0.6477272727272727,0.268,0.39090909090909093,0.674,0.2636363636363636,0.181,0,5,5,110.6,0.282,0.2431818181818182,0.43200000000000005,0.2545454545454545,0.065,0.05454545454545454,0.6204545454545455,0.478,1.4045454545454545,0.419,0.5886363636363636,0.256,0.35909090909090907,0.715,0.25681818181818183,0.183,0.22399999999999998,0.19545454545454546,0.41363636363636364,1.6,0.077,0.125,0.388,0.5454545454545454,0.304,0.16590909090909092,0.8590909090909091,0.492,0.42272727272727273,0.47,0.8159090909090909,0.508,0.141,0.2590909090909091,65.1,0.3386363636363636,1.8,-3.15,0.081,0.1318181818181818,-3.71,0.425,0.6204545454545455,0.388,0.2409090909090909,0.8386363636363636,0.485,0.4068181818181818,0.53,0.9204545454545454,0.547,0.115,0.21363636363636362,0.545,6
NEW-MEXICO-STATE,NEW-MEXICO-STATE,0.547,0.3752066115702479,0,5,0.11699999999999999,0.09917355371900827,0.6942148760330579,0.542,1.449586776859504,0.473,0.6859504132231405,0.317,0.45950413223140496,0.741,0.34049586776859503,0.235,1,6,2,108.7,0.322,0.2694214876033058,0.45899999999999996,0.27107438016528923,0.068,0.05619834710743802,0.5669421487603306,0.464,1.4859504132231405,0.397,0.5900826446280992,0.281,0.41818181818181815,0.743,0.31074380165289256,0.209,0.235,0.21322314049586777,0.43140495867768597,1.6892561983471075,0.09300000000000001,0.16363636363636364,0.43,0.6396694214876033,0.31,0.19834710743801653,0.8462809917355372,0.463,0.39173553719008264,0.447,0.7801652892561983,0.501,0.151,0.2991735537190083,70.3,0.39669421487603307,1.912396694214876,5.74,0.073,0.12892561983471074,1.58,0.429,0.6214876033057851,0.322,0.2,0.828099173553719,0.587,0.4859504132231405,0.5529999999999999,0.9636363636363636,0.573,0.172,0.34710743801652894,0.867,13
NEW-MEXICO,NEW-MEXICO,0.48700000000000004,0.31846153846153846,3,1,0.121,0.12461538461538461,0.6369230769230769,0.491,1.5353846153846153,0.426,0.6538461538461539,0.359,0.5507692307692308,0.743,0.40923076923076923,0.267,4,6,9,103.6,0.255,0.24461538461538462,0.51,0.34923076923076923,0.094,0.0876923076923077,0.7153846153846154,0.502,1.5246153846153847,0.449,0.6846153846153846,0.346,0.5276923076923077,0.758,0.4,0.262,0.29600000000000004,0.2676923076923077,0.4876923076923077,1.9292307692307693,0.086,0.15846153846153846,0.327,0.49846153846153846,0.321,0.16,1.0261538461538462,0.511,0.5246153846153846,0.527,0.9830769230769231,0.543,0.163,0.3446153846153846,74.1,0.45692307692307693,1.9184615384615384,-0.09,0.084,0.15538461538461537,2.04,0.39,0.5984615384615385,0.337,0.20153846153846153,0.936923076923077,0.483,0.4523076923076923,0.473,0.8815384615384615,0.534,0.14300000000000002,0.3,0.438,7
NEW-ORLEANS,NEW-ORLEANS,0.534,0.3721311475409836,5,0,0.08800000000000001,0.08196721311475409,0.6688524590163935,0.503,1.4885245901639343,0.468,0.6967213114754098,0.34,0.5065573770491804,0.706,0.35737704918032787,0.24,2,5,8,99.8,0.265,0.23114754098360657,0.556,0.36721311475409835,0.092,0.10655737704918032,0.6426229508196721,0.485,1.5508196721311476,0.426,0.660655737704918,0.278,0.4311475409836066,0.669,0.28852459016393445,0.186,0.304,0.29180327868852457,0.4344262295081967,1.7934426229508196,0.098,0.1819672131147541,0.399,0.6180327868852459,0.297,0.18360655737704917,0.9327868852459016,0.511,0.47704918032786886,0.509,0.9344262295081968,0.511,0.182,0.3901639344262295,74.4,0.4278688524590164,1.8557377049180328,-8.99,0.10800000000000001,0.20163934426229507,-3.41,0.221,0.3295081967213115,0.318,0.10491803278688525,1.159016393442623,0.511,0.5918032786885246,0.491,0.9,0.537,0.175,0.36721311475409835,0.467,7
NIAGARA,NIAGARA,0.488,0.3038461538461538,4,2,0.07400000000000001,0.057692307692307696,0.6269230769230769,0.52,1.373076923076923,0.454,0.6230769230769231,0.284,0.3903846153846154,0.773,0.3019230769230769,0.22,2,2,7,103.6,0.21899999999999997,0.17307692307692307,0.539,0.3173076923076923,0.084,0.07307692307692308,0.6173076923076923,0.488,1.4096153846153847,0.417,0.5884615384615385,0.239,0.33653846153846156,0.749,0.2519230769230769,0.179,0.254,0.21346153846153845,0.40384615384615385,1.626923076923077,0.084,0.14038461538461539,0.443,0.625,0.317,0.19807692307692307,0.7846153846153846,0.498,0.3903846153846154,0.509,0.8307692307692308,0.518,0.166,0.31346153846153846,66.8,0.3576923076923077,1.728846153846154,-1.41,0.091,0.1519230769230769,-0.82,0.368,0.5057692307692307,0.357,0.18076923076923077,0.8673076923076923,0.51,0.4423076923076923,0.491,0.8,0.555,0.154,0.2826923076923077,0.462,6
NICHOLLS-STATE,NICHOLLS-STATE,0.462,0.35912408759124087,5,2,0.11199999999999999,0.09927007299270073,0.6627737226277373,0.546,1.6335766423357665,0.476,0.7781021897810219,0.208,0.34014598540145985,0.622,0.2116788321167883,0.13,0,5,7,109.5,0.321,0.291970802919708,0.56,0.3386861313868613,0.076,0.07591240875912408,0.618978102189781,0.481,1.4452554744525548,0.418,0.6043795620437956,0.357,0.5153284671532846,0.694,0.35766423357664234,0.247,0.263,0.2364963503649635,0.3605839416058394,1.748905109489051,0.08199999999999999,0.14890510948905109,0.385,0.5562043795620438,0.328,0.18248175182481752,0.8890510948905109,0.475,0.4218978102189781,0.473,0.8554744525547445,0.517,0.183,0.3795620437956204,72.9,0.47737226277372263,1.994160583941606,-0.79,0.111,0.2029197080291971,-0.48,0.39,0.6364963503649635,0.356,0.22627737226277372,0.997080291970803,0.553,0.5518248175182482,0.527,0.9547445255474453,0.555,0.146,0.30802919708029197,0.588,10
NJIT,NJIT,0.485,0.27652173913043476,3,4,0.11199999999999999,0.10086956521739131,0.72,0.475,1.373913043478261,0.415,0.5704347826086956,0.341,0.4678260869565217,0.662,0.3095652173913043,0.225,3,4,6,93.0,0.204,0.18434782608695652,0.545,0.3182608695652174,0.10300000000000001,0.09043478260869565,0.7182608695652174,0.457,1.4660869565217391,0.399,0.5843478260869566,0.278,0.40695652173913044,0.671,0.27304347826086955,0.186,0.243,0.23130434782608697,0.44869565217391305,1.613913043478261,0.095,0.16521739130434782,0.383,0.5617391304347826,0.307,0.17217391304347826,0.9043478260869565,0.456,0.4121739130434783,0.512,0.9495652173913044,0.486,0.162,0.32,69.5,0.4156521739130435,1.6156521739130434,-10.06,0.107,0.18608695652173912,-7.59,0.359,0.49391304347826087,0.335,0.16521739130434782,0.88,0.46,0.4052173913043478,0.488,0.9043478260869565,0.506,0.165,0.31478260869565217,0.571,8
NORFOLK-STATE,NORFOLK-STATE,0.46299999999999997,0.3142857142857143,4,2,0.102,0.07857142857142857,0.7285714285714285,0.508,1.480357142857143,0.458,0.6785714285714286,0.345,0.5107142857142857,0.703,0.35892857142857143,0.242,0,5,4,102.6,0.273,0.2375,0.57,0.3053571428571429,0.09300000000000001,0.09642857142857143,0.6339285714285714,0.439,1.4410714285714286,0.372,0.5357142857142857,0.318,0.4589285714285714,0.654,0.3,0.208,0.22899999999999998,0.21607142857142858,0.4375,1.5660714285714286,0.073,0.13214285714285715,0.465,0.6696428571428571,0.291,0.19464285714285715,0.7714285714285715,0.442,0.3410714285714286,0.46799999999999997,0.85,0.472,0.185,0.3767857142857143,72.7,0.44285714285714284,1.8625,-7.3,0.11199999999999999,0.20357142857142857,-8.39,0.303,0.44821428571428573,0.327,0.14642857142857144,1.0321428571428573,0.516,0.5321428571428571,0.532,0.9660714285714286,0.54,0.16,0.32857142857142857,0.714,10
NORTH-ALABAMA,NORTH-ALABAMA,0.489,0.325,5,2,0.114,0.1109375,0.675,0.48,1.6390625,0.405,0.6640625,0.191,0.3125,0.785,0.2453125,0.15,1,6,8,97.9,0.268,0.2703125,0.42,0.2328125,0.10099999999999999,0.0921875,0.7375,0.439,1.415625,0.392,0.5546875,0.365,0.5171875,0.686,0.3546875,0.251,0.265,0.24375,0.3203125,1.596875,0.08800000000000001,0.1625,0.31,0.4390625,0.302,0.1328125,0.9765625,0.432,0.421875,0.509,0.98125,0.481,0.213,0.4484375,74.3,0.465625,1.8171875,-7.12,0.109,0.2015625,0.8,0.441,0.7234375,0.337,0.24375,0.915625,0.459,0.4203125,0.491,0.9453125,0.508,0.156,0.3296875,0.5,8
NORTH-CAROLINA-ASHEVILLE,NORTH-CAROLINA-ASHEVILLE,0.514,0.3466666666666667,4,2,0.139,0.14166666666666666,0.6083333333333333,0.544,1.4633333333333334,0.461,0.675,0.298,0.43666666666666665,0.698,0.305,0.208,1,7,5,111.9,0.299,0.26,0.47100000000000003,0.2966666666666667,0.063,0.051666666666666666,0.61,0.46,1.4966666666666666,0.421,0.63,0.229,0.3433333333333333,0.684,0.235,0.157,0.336,0.30833333333333335,0.435,1.6133333333333333,0.098,0.16666666666666666,0.32,0.47833333333333333,0.247,0.11833333333333333,1.0183333333333333,0.502,0.5116666666666667,0.514,0.9183333333333333,0.486,0.17,0.34,67.8,0.355,1.8983333333333334,-3.81,0.09,0.15333333333333332,-2.48,0.442,0.6466666666666666,0.376,0.24333333333333335,0.8166666666666667,0.529,0.43166666666666664,0.486,0.8683333333333333,0.568,0.14800000000000002,0.29,0.667,10
NORTH-CAROLINA-AT,NORTH-CAROLINA-AT,0.503,0.3235294117647059,7,2,0.094,0.07647058823529412,0.6308823529411764,0.477,1.5161764705882352,0.424,0.6426470588235295,0.279,0.4235294117647059,0.642,0.27205882352941174,0.179,0,5,9,97.0,0.293,0.27647058823529413,0.603,0.36176470588235293,0.061,0.060294117647058824,0.6661764705882353,0.487,1.4470588235294117,0.415,0.6,0.32,0.4632352941176471,0.676,0.31323529411764706,0.216,0.308,0.28088235294117647,0.3764705882352941,1.7220588235294119,0.10300000000000001,0.18235294117647058,0.439,0.6352941176470588,0.331,0.21029411764705883,0.8117647058823529,0.48,0.3897058823529412,0.511,0.9470588235294117,0.516,0.188,0.38529411764705884,70.9,0.425,1.7191176470588236,-7.83,0.125,0.22205882352941175,-2.33,0.344,0.5220588235294118,0.31,0.16176470588235295,0.9941176470588236,0.484,0.4808823529411765,0.489,0.9073529411764706,0.501,0.162,0.3323529411764706,0.471,8
NORTH-CAROLINA-CENTRAL,NORTH-CAROLINA-CENTRAL,0.5,0.32892561983471075,8,1,0.073,0.05619834710743802,0.6214876033057851,0.49,1.5107438016528925,0.435,0.6578512396694215,0.335,0.5057851239669422,0.634,0.32066115702479336,0.212,0,4,9,99.5,0.315,0.29256198347107437,0.5820000000000001,0.3239669421487603,0.12300000000000001,0.12231404958677686,0.6363636363636364,0.487,1.3190082644628098,0.422,0.5570247933884298,0.461,0.6082644628099173,0.701,0.42644628099173554,0.323,0.28,0.2413223140495868,0.4859504132231405,1.712396694214876,0.08800000000000001,0.15867768595041323,0.419,0.5520661157024793,0.311,0.171900826446281,0.7669421487603306,0.502,0.3851239669421488,0.49,0.8776859504132232,0.532,0.20800000000000002,0.4214876033057851,72.4,0.5586776859504132,1.8016528925619835,-12.62,0.13,0.23471074380165288,-2.96,0.344,0.5190082644628099,0.318,0.1652892561983471,0.9917355371900827,0.497,0.4925619834710744,0.51,0.9140495867768595,0.514,0.17600000000000002,0.37355371900826445,0.4,6
NORTH-CAROLINA-GREENSBORO,NORTH-CAROLINA-GREENSBORO,0.513,0.2861788617886179,2,3,0.057999999999999996,0.03902439024390244,0.6764227642276422,0.485,1.310569105691057,0.426,0.5577235772357724,0.301,0.3951219512195122,0.72,0.2845528455284553,0.217,1,6,5,97.9,0.344,0.2764227642276423,0.581,0.31382113821138213,0.09300000000000001,0.07804878048780488,0.526829268292683,0.472,1.3756097560975609,0.392,0.5398373983739837,0.215,0.2959349593495935,0.758,0.22439024390243903,0.163,0.215,0.18536585365853658,0.41300813008130083,1.5235772357723578,0.13,0.20650406504065041,0.509,0.7008130081300813,0.313,0.21951219512195122,0.6747967479674797,0.475,0.3203252032520325,0.428,0.7121951219512195,0.502,0.15,0.2682926829268293,63.6,0.35284552845528455,1.5560975609756098,-0.97,0.084,0.13333333333333333,-1.04,0.357,0.4682926829268293,0.333,0.15609756097560976,0.8422764227642277,0.477,0.4016260162601626,0.5720000000000001,0.9528455284552846,0.519,0.19399999999999998,0.36097560975609755,0.667,10
NORTH-CAROLINA-STATE,NORTH-CAROLINA-STATE,0.43,0.2765957446808511,1,2,0.10099999999999999,0.09787234042553192,0.5957446808510638,0.485,1.521985815602837,0.422,0.6425531914893617,0.334,0.5078014184397163,0.712,0.3617021276595745,0.238,4,6,8,107.6,0.319,0.3021276595744681,0.491,0.3219858156028369,0.095,0.08936170212765958,0.6453900709219859,0.509,1.4524822695035462,0.451,0.6553191489361702,0.289,0.4198581560283688,0.74,0.31063829787234043,0.214,0.303,0.25957446808510637,0.44113475177304967,1.7886524822695036,0.07400000000000001,0.12624113475177304,0.333,0.4836879432624113,0.346,0.1673758865248227,0.9687943262411347,0.504,0.4879432624113475,0.502,0.9049645390070922,0.541,0.162,0.3191489361702128,68.4,0.42127659574468085,1.8382978723404255,4.97,0.107,0.1829787234042553,2.91,0.384,0.5843971631205673,0.328,0.19148936170212766,0.9375886524822695,0.481,0.451063829787234,0.498,0.8978723404255319,0.521,0.122,0.2453900709219858,0.529,9
NORTH-CAROLINA-WILMINGTON,NORTH-CAROLINA-WILMINGTON,0.457,0.26476190476190475,3,2,0.11199999999999999,0.10857142857142857,0.6133333333333333,0.454,1.4761904761904763,0.392,0.579047619047619,0.314,0.46285714285714286,0.687,0.3180952380952381,0.215,1,6,5,98.5,0.303,0.29523809523809524,0.406,0.24,0.10099999999999999,0.09142857142857143,0.6780952380952381,0.483,1.3676190476190475,0.432,0.5904761904761905,0.33,0.4514285714285714,0.692,0.31238095238095237,0.228,0.271,0.22857142857142856,0.4114285714285714,1.6342857142857143,0.08,0.13523809523809524,0.294,0.40190476190476193,0.351,0.14095238095238094,0.9657142857142857,0.465,0.44952380952380955,0.499,0.9066666666666666,0.517,0.16899999999999998,0.3219047619047619,67.2,0.44,1.6571428571428573,-8.98,0.10800000000000001,0.18095238095238095,-6.53,0.388,0.5733333333333334,0.316,0.18095238095238095,0.9028571428571428,0.441,0.3980952380952381,0.501,0.9085714285714286,0.489,0.14400000000000002,0.2857142857142857,0.615,8
NORTH-CAROLINA,NORTH-CAROLINA,0.517,0.37,1,3,0.085,0.08333333333333333,0.755,0.55,1.4833333333333334,0.482,0.715,0.303,0.45,0.748,0.33666666666666667,0.227,0,8,4,111.1,0.29100000000000004,0.23833333333333334,0.511,0.3466666666666667,0.08800000000000001,0.08666666666666667,0.5816666666666667,0.49,1.5883333333333334,0.427,0.6783333333333333,0.186,0.295,0.706,0.20833333333333334,0.131,0.205,0.195,0.415,1.7633333333333334,0.10099999999999999,0.17833333333333334,0.382,0.6066666666666667,0.327,0.19833333333333333,0.9816666666666667,0.489,0.48,0.439,0.7766666666666666,0.51,0.12300000000000001,0.24333333333333335,70.8,0.3516666666666667,1.9683333333333333,13.65,0.07400000000000001,0.13166666666666665,5.45,0.339,0.5033333333333333,0.401,0.20166666666666666,0.98,0.524,0.5133333333333333,0.561,0.9933333333333333,0.58,0.153,0.30666666666666664,0.733,11
NORTH-DAKOTA-STATE,NORTH-DAKOTA-STATE,0.451,0.2875,4,4,0.083,0.0859375,0.709375,0.518,1.4328125,0.445,0.6375,0.318,0.45625,0.736,0.3359375,0.234,1,7,5,106.6,0.29100000000000004,0.2515625,0.425,0.271875,0.08,0.0671875,0.6125,0.469,1.5234375,0.419,0.6390625,0.222,0.3375,0.741,0.25,0.164,0.225,0.20625,0.425,1.678125,0.08,0.1359375,0.319,0.4859375,0.309,0.15,1.0375,0.471,0.4890625,0.46,0.81875,0.498,0.122,0.234375,68.3,0.359375,1.8203125,-3.82,0.057999999999999996,0.0984375,-2.68,0.412,0.590625,0.354,0.209375,0.8421875,0.508,0.428125,0.54,0.9609375,0.552,0.157,0.30625,0.688,11
NORTH-DAKOTA,NORTH-DAKOTA,0.516,0.31176470588235294,8,0,0.045,0.04264705882352941,0.6191176470588236,0.479,1.486764705882353,0.407,0.6044117647058823,0.31,0.4602941176470588,0.725,0.3338235294117647,0.225,4,3,13,100.9,0.282,0.2661764705882353,0.513,0.375,0.08199999999999999,0.06911764705882353,0.6779411764705883,0.563,1.4808823529411765,0.494,0.7308823529411764,0.287,0.425,0.709,0.3014705882352941,0.204,0.257,0.21470588235294116,0.47352941176470587,1.9691176470588236,0.09,0.15588235294117647,0.365,0.5411764705882353,0.38,0.20588235294117646,0.9397058823529412,0.559,0.525,0.502,0.8926470588235295,0.585,0.13699999999999998,0.2676470588235294,69.7,0.4147058823529412,1.7573529411764706,-19.38,0.067,0.1161764705882353,-5.65,0.436,0.6485294117647059,0.331,0.21470588235294116,0.8382352941176471,0.465,0.3897058823529412,0.498,0.8852941176470588,0.515,0.153,0.3088235294117647,0.235,4
NORTH-FLORIDA,NORTH-FLORIDA,0.561,0.33488372093023255,11,0,0.094,0.10077519379844961,0.5906976744186047,0.499,1.4325581395348836,0.417,0.5968992248062015,0.251,0.35968992248062015,0.733,0.26356589147286824,0.184,1,4,12,96.3,0.248,0.21395348837209302,0.542,0.3736434108527132,0.086,0.06356589147286822,0.648062015503876,0.495,1.558139534883721,0.443,0.689922480620155,0.243,0.37829457364341085,0.68,0.25736434108527134,0.165,0.355,0.32558139534883723,0.3891472868217054,1.7984496124031009,0.11900000000000001,0.20930232558139536,0.309,0.4821705426356589,0.334,0.16124031007751938,1.075968992248062,0.491,0.5286821705426357,0.5479999999999999,0.9736434108527132,0.517,0.16399999999999998,0.34108527131782945,70.3,0.3705426356589147,1.6930232558139535,-11.8,0.09,0.15813953488372093,5.28,0.486,0.6961240310077519,0.339,0.23565891472868217,0.7364341085271318,0.491,0.3612403100775194,0.452,0.8046511627906977,0.528,0.18899999999999997,0.3736434108527132,0.25,4
NORTH-TEXAS,NORTH-TEXAS,0.523,0.3019230769230769,0,1,0.069,0.06153846153846154,0.6173076923076923,0.504,1.3480769230769232,0.428,0.5769230769230769,0.327,0.4403846153846154,0.699,0.3076923076923077,0.228,2,6,4,105.5,0.308,0.25576923076923075,0.401,0.21153846153846154,0.099,0.07307692307692308,0.575,0.456,1.2769230769230768,0.413,0.5269230769230769,0.289,0.36923076923076925,0.63,0.2326923076923077,0.182,0.25,0.20576923076923076,0.4096153846153846,1.396153846153846,0.095,0.15,0.306,0.3903846153846154,0.281,0.10961538461538461,0.8865384615384615,0.471,0.4173076923076923,0.47200000000000003,0.7807692307692308,0.481,0.188,0.33653846153846156,63.2,0.4096153846153846,1.6673076923076924,11.46,0.11699999999999999,0.18461538461538463,4.92,0.455,0.6134615384615385,0.335,0.20576923076923076,0.7346153846153847,0.505,0.37115384615384617,0.528,0.8730769230769231,0.535,0.151,0.27692307692307694,0.692,9
NORTHEASTERN,NORTHEASTERN,0.522,0.29833333333333334,7,0,0.068,0.056666666666666664,0.6166666666666667,0.504,1.305,0.438,0.5716666666666667,0.322,0.42,0.738,0.31,0.238,1,4,9,98.6,0.262,0.20666666666666667,0.46299999999999997,0.29,0.051,0.03833333333333333,0.5833333333333334,0.517,1.4066666666666667,0.445,0.6266666666666667,0.251,0.35333333333333333,0.764,0.27,0.192,0.237,0.19166666666666668,0.395,1.725,0.109,0.18,0.411,0.5783333333333334,0.349,0.20166666666666666,0.8283333333333334,0.513,0.425,0.485,0.775,0.548,0.14400000000000002,0.265,65.9,0.37166666666666665,1.625,-5.17,0.07400000000000001,0.12166666666666667,-1.17,0.421,0.55,0.312,0.17166666666666666,0.755,0.53,0.4,0.515,0.8233333333333334,0.54,0.18899999999999997,0.35,0.4,6
NORTHERN-ARIZONA,NORTHERN-ARIZONA,0.547,0.3274336283185841,5,1,0.077,0.07964601769911504,0.6814159292035398,0.491,1.4336283185840708,0.417,0.5982300884955752,0.321,0.46017699115044247,0.677,0.31150442477876106,0.217,4,3,9,97.7,0.271,0.24955752212389382,0.41200000000000003,0.26548672566371684,0.096,0.0831858407079646,0.6707964601769911,0.496,1.4389380530973452,0.448,0.6442477876106195,0.378,0.5433628318584071,0.687,0.3734513274336283,0.26,0.22699999999999998,0.2,0.4353982300884956,1.8,0.08900000000000001,0.15752212389380532,0.282,0.40530973451327434,0.341,0.13805309734513274,1.033628318584071,0.49,0.5061946902654867,0.483,0.8707964601769912,0.53,0.135,0.26548672566371684,70.4,0.504424778761062,1.7203539823008849,-12.18,0.07,0.12389380530973451,-0.43,0.396,0.5681415929203539,0.374,0.21238938053097345,0.8654867256637168,0.446,0.3858407079646018,0.517,0.9309734513274336,0.521,0.177,0.35575221238938054,0.357,5
NORTHERN-COLORADO,NORTHERN-COLORADO,0.508,0.3292307692307692,6,2,0.079,0.08,0.6615384615384615,0.544,1.4307692307692308,0.453,0.6476923076923077,0.292,0.41846153846153844,0.71,0.2969230769230769,0.208,1,5,8,105.0,0.22699999999999998,0.18923076923076923,0.41100000000000003,0.28307692307692306,0.087,0.06307692307692307,0.6461538461538462,0.511,1.5215384615384615,0.453,0.6892307692307692,0.276,0.42,0.707,0.2969230769230769,0.195,0.23199999999999998,0.2,0.41846153846153844,1.8523076923076922,0.094,0.16615384615384615,0.331,0.5030769230769231,0.352,0.17692307692307693,1.0184615384615385,0.503,0.5123076923076924,0.499,0.8461538461538461,0.538,0.129,0.2553846153846154,70.7,0.40923076923076923,1.853846153846154,-3.09,0.052000000000000005,0.09230769230769231,2.07,0.492,0.7046153846153846,0.371,0.26153846153846155,0.7261538461538461,0.532,0.3861538461538462,0.501,0.8507692307692307,0.569,0.163,0.3169230769230769,0.5,8
NORTHERN-ILLINOIS,NORTHERN-ILLINOIS,0.5,0.25,6,3,0.10099999999999999,0.0875,0.5895833333333333,0.44,1.3083333333333333,0.382,0.5,0.354,0.4625,0.64,0.29583333333333334,0.226,0,1,8,83.7,0.221,0.19375,0.578,0.33958333333333335,0.16699999999999998,0.14166666666666666,0.6833333333333333,0.483,1.36875,0.429,0.5875,0.405,0.5541666666666667,0.722,0.4,0.292,0.311,0.26666666666666666,0.44583333333333336,1.7229166666666667,0.09300000000000001,0.16041666666666668,0.368,0.5041666666666667,0.293,0.14791666666666667,0.8645833333333334,0.508,0.4395833333333333,0.5479999999999999,0.95,0.528,0.185,0.37083333333333335,69.2,0.5208333333333334,1.4479166666666667,-12.88,0.099,0.17083333333333334,-1.88,0.352,0.46041666666666664,0.33,0.15208333333333332,0.8479166666666667,0.41,0.34791666666666665,0.452,0.7833333333333333,0.474,0.203,0.38958333333333334,0.333,4
