,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,points,points_produced,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,win_shares,win_shares_per_40_minutes,height
rasheed-browne-1,15.6,15,0.5,1,-4.9,,-1.9,13.9,24,0.2,0.5,38,0.421,16,0.579,22,0.864,19,9,6,198,-3,4.1,7,0.1,12,11.6,57,60,1.7,6,north-texas,0.395,15,0.4,6,9,31,0.588,28.2,19,23,0.435,10,17.2,0.4,0.078,74
matthew-stone-1,10.1,1,0,0,-5,,1,45.7,6,0,0.3,5,0.2,1,0,0,,0,3,0,19,-6,6.3,1,0,0,9.5,3,4,0,0,north-texas,1,5,0.2,1,24.2,7,0.3,0,0,0,,0,14.4,0,0.091,76
jahmiah-simmons-1,4.5,28,3.4,33,-2.4,,0.9,19,188,2.3,0.48,229,0.476,109,0.585,134,0.627,84,85,18,1137,-3.3,9.7,93,1.2,183,12.6,304,320,1.1,21,north-texas,0.079,18,0.111,2,14.4,281,0.519,16.5,58,211,0.507,107,15.7,3.5,0.122,76
chris-doherty-1,12.1,26,3.3,16,3.3,,1.5,22,97,0.9,0.626,107,0.626,67,0.617,66,0.621,41,37,10,503,1.8,17.8,73,1.7,61,22.8,175,199,0.8,7,northeastern,0,0,,0,20,170,0.632,16.3,27,107,0.626,67,17.7,2.6,0.205,79
jahmyl-telfort-1,13.2,44,1.2,9,-1.7,,0,10.8,73,1,0.464,275,0.4,110,0.273,75,0.72,54,26,11,772,-1.7,3,19,0.3,45,12.8,309,295,1.5,20,northeastern,0.396,109,0.321,35,7.1,92,0.497,15.7,58,166,0.452,75,25.7,1.3,0.069,79
shaquille-walters-1,14.3,154,0.9,17,-2.1,,0.4,17.6,305,2.6,0.505,493,0.45,222,0.31,153,0.739,113,87,53,2136,-2.5,1.6,26,1,177,11.3,611,615,1.6,57,northeastern,0.327,161,0.335,54,9.7,331,0.54,21.9,159,332,0.506,168,18.4,3.7,0.069,78
nikola-djogo-1,9.7,82,1.8,27,1.7,,2.1,13.9,197,1.5,0.468,300,0.38,114,0.253,76,0.724,55,108,21,1543,-0.4,3.4,45,1.3,116,10.6,336,344,1.4,35,northeastern,0.583,175,0.303,53,8.8,242,0.5,13,50,125,0.488,61,13.2,2.9,0.075,80
jason-strong-1,7.5,48,1.3,15,-1.6,,-0.6,14.6,159,1.4,0.522,366,0.445,163,0.164,60,0.667,40,98,22,1311,-1,4.5,45,1.4,108,12.4,422,396,0.7,16,northeastern,0.445,163,0.344,56,9.7,204,0.535,12.6,57,203,0.527,107,18.7,2.8,0.086,80
vito-cubrilo-1,8.7,14,0.4,1,-4,,0.9,6.1,17,0.4,0.435,69,0.348,24,0.116,8,0.75,6,33,5,324,-4.9,2.3,6,-0.3,20,4.8,66,66,1.8,10,northeastern,0.652,45,0.267,12,4.3,23,0.453,23.2,22,24,0.5,12,15.8,0.1,0.016,76
glen-mcclintock-1,13.1,46,0,0,-4.8,,-1.6,13.1,75,0.2,0.479,120,0.383,46,0.275,33,0.758,25,26,21,752,-3.2,2.2,12,0,44,7.8,140,151,1.7,21,northeastern,0.55,66,0.348,23,7.7,87,0.516,24.1,43,54,0.426,23,13.7,0.3,0.015,74
coleman-stucke-1,8.1,19,1.8,8,-1.2,,0.9,11.4,48,0.6,0.476,126,0.373,47,0.103,13,0.615,8,23,20,480,-2.1,1,4,0.1,36,8.8,128,118,1.1,9,northeastern,0.667,84,0.31,26,6.4,52,0.484,12,18,42,0.5,21,16.8,0.7,0.057,79
connor-braun-1,0,0,2.1,1,-0.8,,1.3,8.4,4,0.1,0.8,5,0.8,4,0.6,3,0.333,1,10,0,55,-2.1,9.1,4,0.1,5,10.9,9,9,0,0,northeastern,0,0,,0,8.7,8,0.7,0,0,5,0.8,4,6.4,0.2,0.129,81
quirin-emanga-1,8.3,26,1.4,7,-2.2,,0.6,12.7,63,0.6,0.519,81,0.407,33,0.21,17,0.941,16,46,7,582,-2.8,2.2,10,0.4,41,7.6,100,104,0.6,6,northeastern,0.63,51,0.353,18,7.6,73,0.561,20.5,23,30,0.5,15,10.4,1,0.068,77
tyreek-scott-grayson-1,13.7,155,2.2,39,1.9,,1.4,13.7,263,4.3,0.498,633,0.422,267,0.291,184,0.772,142,96,49,2197,0.5,3.1,57,2.6,170,15.2,773,761,2.4,91,northeastern,0.445,282,0.344,97,8.5,320,0.537,18.5,164,351,0.484,170,20.7,6.9,0.125,77
alexander-nwagha-1,3.2,1,5,3,-3.6,,2.6,18.7,10,0.1,0.571,7,0.571,4,0.286,2,0.5,1,15,0,61,-6.2,16.1,8,0,14,10.9,9,13,2,2,northeastern,0,0,,0,17.4,18,0.566,33.5,4,7,0.571,4,10.5,0.2,0.108,80
to-randriasalama-1,15.3,1,0,0,-15.5,,-3,0,0,0,0,3,0,0,0,0,,0,3,0,12,-12.5,0,0,-0.1,0,-8.2,0,1,0,0,northeastern,0.667,2,0,0,0,0,0,0,0,1,0,0,13.6,0,-0.139,75
joe-pridgen-1,13.8,92,1.7,26,-1.3,,-2.7,18.2,226,0.6,0.576,493,0.558,275,0.418,206,0.592,122,44,42,1530,1.4,7,93,3,103,20.3,690,671,1.7,45,north-carolina-wilmington,0.095,47,0.383,18,12.4,319,0.584,18.6,135,446,0.576,257,24.3,3.6,0.093,77
jalen-cone-1,12.1,62,0.2,2,0.7,,-1.4,6.1,59,0.9,0.523,417,0.386,161,0.192,80,0.875,70,54,14,1112,2.2,1,10,1.8,82,13.6,506,440,0.8,14,northern-arizona,0.698,291,0.392,114,3.6,69,0.556,12.8,67,126,0.373,47,24.7,2.7,0.097,70
nik-mains-1,4.6,37,1.6,24,-1.9,,-1.8,15.3,204,1,0.565,431,0.471,203,0.234,101,0.743,75,89,34,1674,0,3.6,53,3.1,148,14.9,562,497,1.6,45,northern-arizona,0.51,220,0.368,81,9.2,257,0.587,10.1,54,211,0.578,122,16.5,4.1,0.098,80
keith-haymon-1,3.6,14,0.5,4,-6.9,,-4,10.2,64,0.1,0.465,243,0.35,85,0.099,24,0.75,18,50,19,808,-2.9,1.6,11,-0.2,63,6.6,244,210,0.9,13,northern-arizona,0.679,165,0.339,56,5.6,75,0.48,14.5,43,78,0.372,29,19.3,-0.1,-0.005,79
carson-towt-1,17,54,2.9,15,-3.7,,-1.5,20.5,106,0.4,0.503,143,0.503,72,0.552,79,0.506,40,29,26,659,-2.2,10.4,60,0.8,97,14.4,184,218,1.2,13,northern-arizona,0,0,,0,15.2,166,0.51,20.3,46,143,0.503,72,18,1.1,0.069,81
zeke-richards-1,2.8,7,4.4,22,-2,,0.3,11.6,50,0.6,0.533,90,0.533,48,0.733,66,0.682,45,52,5,482,-2.3,9.2,37,0.6,85,12.3,141,141,0.8,7,northern-arizona,0,0,,0,10.5,87,0.581,18.2,27,90,0.533,48,15.8,1.2,0.103,82
mason-stark-1,9.7,5,0.8,1,6.6,,2.1,9.9,10,0.1,0.617,30,0.5,15,0.3,9,0.889,8,6,0,108,4.5,2,2,0.4,11,19,45,38,2.6,5,northern-arizona,0.467,14,0.5,7,5.9,12,0.656,5.5,2,16,0.5,8,16.4,0.5,0.184,74
wynton-brown-1,7.4,10,2.5,5,-5.8,,-1.7,11.8,24,0.2,0.432,37,0.405,15,0.73,27,0.519,14,23,1,249,-4,8.3,18,0,33,8.8,46,55,2.6,11,northern-arizona,0.054,2,1,2,10.1,42,0.462,23.1,15,35,0.371,13,13.6,0.2,0.034,80
ajang-aguek-1,7,16,3.7,14,-4.7,,-1.5,13.1,46,0.2,0.58,94,0.543,51,0.447,42,0.595,25,52,3,470,-3.2,5.8,23,0.7,82,12.2,134,130,0.8,6,northern-arizona,0.223,21,0.333,7,9.2,69,0.588,15.6,21,73,0.603,44,15.2,0.9,0.075,80
isaiah-lewis-2,14.3,53,0.4,2,-5.7,,-1.9,13.2,74,0.3,0.432,139,0.41,57,0.381,53,0.604,32,48,14,708,-3.8,6,37,-0.2,65,8.2,152,178,1.8,22,northern-arizona,0.18,25,0.24,6,9.5,111,0.463,26.8,60,114,0.447,51,16.6,0.1,0.007,78
jayden-jackson-1,12.6,3,2.1,1,-6.3,,-2,10.1,4,0.1,0.5,6,0.333,2,1.833,11,0.727,8,4,0,42,-4.4,7.7,3,0.1,6,14.8,14,15,2.6,2,northern-arizona,0.667,4,0.5,2,8.9,7,0.624,26.3,4,2,0,0,17.7,0.1,0.137,75
spencer-roberts-1,12.7,1,0,0,21.6,,7.9,15.2,3,0,0.714,7,0.714,5,0.571,4,0.75,3,4,0,21,13.7,0,0,0.1,4,28.7,13,10,2.6,1,northern-arizona,0,0,,0,7.6,3,0.73,0,0,7,0.714,5,20.7,0.1,0.276,81
jay-green-2,11,31,0.5,2,-6.4,,-1.4,13.2,58,0.2,0.393,107,0.383,41,0.29,31,0.516,16,57,14,552,-5,5.8,28,-0.6,67,4.7,100,116,1.6,15,northern-arizona,0.262,28,0.071,2,9.3,86,0.411,27,45,79,0.494,39,15.9,-0.4,-0.027,77
carter-mahaney-1,9,18,0,0,-7.5,,-2.3,7.3,20,-0.1,0.4,60,0.367,22,0.083,5,0.2,1,22,0,390,-5.2,1.5,5,-0.1,30,4,49,53,1.4,9,northern-arizona,0.267,16,0.25,4,4.1,25,0.393,15,11,44,0.409,18,10.2,-0.3,-0.027,74
robert-hutchens-1,0,0,0,0,-19.5,,-6.8,0,0,0,0,1,0,0,0,0,,0,1,0,3,-12.7,0,0,0,0,-15.1,0,0,0,0,seattle,0,0,,0,0,0,0,0,0,1,0,0,16.5,0,-0.22,76
justus-rainwater-1,1.7,6,6.4,46,-3.1,,0.2,17.9,125,1.4,0.618,157,0.618,97,0.478,75,0.467,35,49,35,804,-3.3,12.6,89,1.1,124,16.5,229,221,1.2,17,florida-gulf-coast,0,0,,0,15.2,214,0.594,18.9,45,157,0.618,97,15.2,2.5,0.125,80
daylen-kountz-1,12.5,118,1.1,21,-0.2,,0.8,9.8,163,2.8,0.473,641,0.426,273,0.317,203,0.709,144,98,37,1947,-1,1.6,25,1.5,131,12.5,751,711,1.7,58,northern-colorado,0.314,201,0.303,61,5.8,188,0.509,15.9,139,440,0.482,212,23.1,4.2,0.087,76
bodie-hume-1,7.3,101,3.5,101,1.5,,0,15.7,360,4.6,0.54,951,0.426,405,0.29,276,0.649,179,92,88,2750,1.5,5.2,118,5.4,232,18.1,1206,1118,1.5,68,northern-colorado,0.629,598,0.363,217,10.5,478,0.557,13,162,353,0.533,188,23.7,10,0.145,78
matt-johnson-4,13.3,139,0.1,3,-0.7,,-0.4,7.6,126,2.4,0.565,468,0.447,209,0.207,97,0.856,83,70,61,1980,-0.3,1,17,3.8,121,12.9,612,598,1.3,42,northern-colorado,0.566,265,0.419,111,4.4,143,0.595,14.9,90,203,0.483,98,16,6.2,0.125,74
kur-jongkuch-1,6.9,55,2.2,36,-1.9,,0,22.1,290,2.7,0.618,351,0.618,217,0.519,182,0.538,98,89,77,1574,-1.9,12.5,161,2.7,218,17,532,564,1.2,33,northern-colorado,0.003,1,0,0,17.3,451,0.608,23.3,133,350,0.62,217,18.9,5.4,0.137,81
dalton-knecht-1,8.7,12,1.6,4,-0.3,,-0.9,15.1,32,0.2,0.484,64,0.375,24,0.297,19,0.789,15,8,8,250,0.6,3.8,8,0.3,14,12.1,77,76,0.9,4,northern-colorado,0.609,39,0.359,14,9.5,40,0.527,14.1,12,25,0.4,10,17.6,0.5,0.086,78
dru-kuxhausen-1,8.2,89,0,0,-2.5,,-3.5,7,119,1.3,0.616,599,0.431,258,0.174,104,0.865,90,64,54,1874,1,0.8,13,5.1,121,15.8,828,691,1.3,44,northern-colorado,0.853,511,0.434,222,4.1,132,0.638,11.3,83,88,0.409,36,19,6.4,0.136,72
bryce-kennedy-1,6.8,9,0,0,-3.5,,-1,16,32,0.2,0.722,36,0.556,20,0.139,5,0.4,2,21,5,239,-2.5,4.1,8,0.3,25,9.4,54,52,0,0,northern-colorado,0.667,24,0.5,12,10.1,40,0.704,23.8,12,12,0.667,8,10.9,0.6,0.092,79
jamel-melvin-1,5,6,4.8,11,-2.7,,0.9,14.1,25,0.3,0.591,22,0.591,13,0.818,18,0.778,14,23,0,212,-3.6,10.5,18,0.4,37,11.8,40,48,0.3,1,northern-colorado,0,0,,0,12.3,43,0.655,22.8,9,22,0.591,13,9.6,0.7,0.129,81
theo-hughes-1,12.5,5,2.7,2,-23.9,,-4,28.2,17,0.1,0.286,14,0.286,4,0.357,5,0.2,1,16,0,72,-19.9,16.9,10,-0.3,16,-1.1,9,17,0,0,northern-colorado,0.071,1,0,0,22.6,27,0.275,42.3,12,13,0.308,4,20.4,-0.2,-0.087,84
treshon-smoots-1,20.8,82,0.1,1,-3.3,,-1.8,6.2,36,0.7,0.5,161,0.366,59,0.242,39,0.667,26,46,6,705,-1.5,0.3,2,0.9,50,10,187,209,0.8,10,northern-colorado,0.677,109,0.394,43,3.3,38,0.521,17.5,38,52,0.308,16,16.2,1.7,0.096,73
trent-hudgensjr-1,26.5,9,1.5,1,-10.4,,-2.1,3.4,2,0.1,0.433,15,0.333,5,0.533,8,0.5,4,9,0,67,-8.3,3.5,2,-0.1,11,3.4,17,21,0.8,1,northern-colorado,0.267,4,0.75,3,3.4,4,0.452,32.4,9,11,0.182,2,20.9,0,-0.004,74
zach-bloch-1,7.7,1,0,0,-9.3,,-0.4,11.8,2,0,0,1,0,0,2,2,1,2,3,0,20,-8.9,0,0,0,5,2.8,2,2,0,0,northern-colorado,0,0,,0,5.9,2,0.513,0,0,1,0,0,5,0,0.074,73
connor-creech-1,0,0,0,0,-60.4,,-21.4,15,2,0,0.5,6,0.5,3,0.167,1,1,1,3,0,16,-38.9,0,0,0,2,14.9,7,6,3.6,1,northern-colorado,0.167,1,0,0,7.6,2,0.541,13.4,1,5,0.6,3,24.2,0,0.095,77
jalen-page-1,0,0,0,0,,,,0,0,0,,0,,0,,2,0,0,2,0,7,,0,0,0,0,-6.7,0,0,0,0,northern-colorado,,0,,0,0,0,0,0,0,0,,0,7,0,-0.094,77
trendon-hankerson-1,12.2,131,1.7,30,-1.5,,0.3,11.5,219,2.1,0.502,553,0.401,222,0.137,76,0.724,55,77,58,2209,-1.8,1.3,27,1.3,193,10.6,610,582,2,76,northern-illinois,0.53,293,0.379,111,6.2,246,0.518,18.6,135,260,0.427,111,16.6,3.4,0.062,74
keshawn-williams-1,17.5,31,0.6,2,-5.2,,-1,9.2,30,0.5,0.349,116,0.31,36,0.431,50,0.84,42,25,6,366,-4.2,1.3,4,-0.4,19,8.5,123,126,2.7,17,northern-illinois,0.259,30,0.3,9,5.3,34,0.44,21.8,39,86,0.314,27,25.3,0.2,0.017,75
kaleb-thornton-1,27.4,70,0.8,4,-7,,-2.9,10.1,48,0.1,0.464,125,0.408,51,0.216,27,0.667,18,23,6,561,-4.1,2.5,13,-0.3,35,8.8,134,153,2,19,northern-illinois,0.296,37,0.378,14,6,61,0.486,30.7,61,88,0.42,37,17.8,-0.2,-0.016,72
zool-kueth-1,4.4,10,4.3,18,-2.4,,-2.6,8.4,35,-0.1,0.53,132,0.417,55,0.129,17,0.765,13,24,10,492,0.2,5.3,25,0.8,36,13.3,153,138,0.5,4,northern-illinois,0.629,83,0.361,30,6.7,60,0.546,10.3,16,49,0.51,25,15.9,0.7,0.056,79
darweshi-hunter-1,9.8,9,0.6,1,-10.1,,-2.5,10.1,16,0.2,0.511,44,0.386,17,0.114,5,0.8,4,13,4,181,-7.6,2.6,4,0,24,6.7,49,48,1.2,4,northern-illinois,0.591,26,0.423,11,6.4,20,0.528,23.2,14,18,0.333,6,17.1,0.2,0.038,77
adong-makuoi-1,3.5,6,3.3,11,-6,,-1.8,9.5,31,0,0.554,83,0.554,46,0.349,29,0.621,18,23,18,385,-4.2,8.4,31,0.6,68,13.1,110,104,1.1,7,northern-illinois,0,0,,0,8.9,62,0.568,13.4,15,83,0.554,46,14.6,0.6,0.061,81
chinedukingsley-okanu-1,4.4,9,6.4,23,-6.6,,-2.1,12.5,44,0.1,0.388,103,0.388,40,0.524,54,0.648,35,25,6,414,-4.6,10.3,41,0.2,58,12.3,115,120,1,7,northern-illinois,0,0,,0,11.4,85,0.447,14.6,22,103,0.388,40,18.3,0.3,0.026,79
anthony-crump-1,12.8,66,1.3,12,-8.2,,-1.5,16.9,141,0.6,0.387,168,0.363,61,0.53,89,0.449,40,58,23,981,-6.7,3.8,35,-1.3,107,4.6,170,195,1.6,27,northern-illinois,0.161,27,0.296,8,10,176,0.404,30,90,141,0.376,53,15.2,-0.7,-0.028,80
edward-manuel-1,6.8,1,2.8,1,5.1,,2.7,12,4,0.1,0.7,5,0.6,3,1.2,6,1,6,5,0,38,2.4,5.9,2,0.2,5,21.6,13,12,3,2,northern-illinois,0.6,3,0.333,1,9,6,0.828,11.3,1,2,1,2,12,0.2,0.22,78
chris-osten-1,2,5,4.9,20,-1.4,,0.8,10.6,40,0.3,0.544,57,0.544,31,0.509,29,0.379,11,30,7,439,-2.2,7.5,30,0.3,61,8.1,73,81,0.5,4,northern-illinois,0,0,,0,9,70,0.516,16.5,14,57,0.544,31,9.7,0.5,0.049,81
noah-kon-1,14.4,2,0,0,-6.9,,-2.4,10.7,3,0,0.25,4,0.25,1,1.5,6,0.833,5,3,0,32,-4.5,10.6,3,0,6,6.3,7,9,0,0,northern-illinois,0.5,2,0,0,10.6,6,0.511,30.5,3,2,0.5,1,15.8,0,0.035,73
montavious-myrick-1,0,0,0,0,1.3,,-1.3,35.2,4,0,1,1,1,1,6,6,0.167,1,2,0,13,2.5,17.3,2,0,0,19.8,3,3,4.4,1,northern-illinois,0,0,,0,26.2,6,0.39,0,0,1,1,1,15.2,0,0.111,80
zion-russell-1,12.6,1,0,0,-19,,-3.2,13.4,2,0,0,3,0,0,0.667,2,1,2,3,0,17,-15.9,6.6,1,0,6,-3.8,2,3,0,0,northern-illinois,0.333,1,0,0,10,3,0.253,20.2,1,2,0,0,15,0,-0.046,72
aj-green-1,18.2,188,0.2,4,0.9,,-1.5,10.4,209,2.8,0.502,1064,0.413,439,0.211,225,0.876,197,73,73,2376,2.4,1.2,24,4.3,127,17.7,1265,1181,1.2,48,northern-iowa,0.477,507,0.375,190,5.9,233,0.54,15,206,557,0.447,249,30.9,7.1,0.12,76
trae-berhow-1,7.7,145,0.6,17,0.7,,-0.5,18.1,556,3.9,0.549,1021,0.44,449,0.214,219,0.753,165,122,117,3704,1.2,4.2,129,6.7,289,15.1,1286,1193,1.2,75,northern-iowa,0.544,555,0.402,223,11.1,685,0.572,12.1,155,466,0.485,226,18.1,10.6,0.114,77
austin-phyfe-1,16.6,155,3.2,53,4.7,,1.3,19.7,333,3,0.634,533,0.621,331,0.403,215,0.623,134,96,69,1967,3.4,11.3,183,6.3,221,23,810,856,0.8,27,northern-iowa,0.075,40,0.35,14,15.5,516,0.638,18.6,145,493,0.643,317,20.8,9.3,0.189,81
nate-heise-1,7.5,38,2.3,17,-1.2,,0.3,12.7,97,1.1,0.497,190,0.421,80,0.332,63,0.746,47,30,26,916,-1.5,1.6,13,0.7,54,11.4,236,223,2.2,35,northern-iowa,0.489,93,0.312,29,7,110,0.537,16.4,43,97,0.526,51,14.7,1.7,0.076,76
noah-carter-1,6.6,32,1.7,14,2.7,,-0.3,19.2,160,1.3,0.58,326,0.485,158,0.23,75,0.8,60,57,15,986,3,5,42,2.6,66,20.4,438,389,1.4,24,northern-iowa,0.54,176,0.352,62,12,202,0.606,11.1,45,150,0.64,96,21.3,3.9,0.158,78
tywhon-pickford-1,9.5,129,0.9,20,1.5,,1,19,426,4.4,0.451,583,0.415,242,0.358,209,0.679,142,119,56,2656,0.4,7.2,160,2.4,121,13.3,668,734,1.6,70,northern-iowa,0.295,172,0.244,42,13.1,586,0.49,15,120,411,0.487,200,16.2,6.7,0.101,76
antwan-kimmons-1,14.8,33,0,0,-3.9,,0.1,12.6,45,0.6,0.453,117,0.41,48,0.325,38,0.632,24,39,0,410,-4,2.1,7,0.1,35,11.1,130,134,2.3,16,northern-iowa,0.291,34,0.294,10,7.5,52,0.481,19.2,32,83,0.458,38,21.3,0.7,0.07,72
bowen-born-1,15.2,66,0,0,-1.3,,-1.2,7.9,54,0.6,0.474,254,0.382,97,0.272,69,0.826,57,28,25,826,-0.1,1.7,12,1.2,55,12.8,298,293,1.3,19,northern-iowa,0.543,138,0.341,47,4.7,66,0.52,12.8,42,116,0.431,50,20.4,1.8,0.088,71
james-betz-1,9,13,2.8,7,-2.9,,-0.8,11.6,30,0.3,0.496,116,0.448,52,0.129,15,0.867,13,38,4,303,-2.1,7,18,0.5,34,16.4,128,121,1,5,northern-iowa,0.328,38,0.289,11,9.3,48,0.52,10.9,15,78,0.526,41,23.6,0.8,0.112,78
drew-daniel-1,29.6,3,0,0,-9.5,,-3.4,4.3,1,0,0.591,11,0.455,5,0,0,,0,12,0,27,-6.1,8.6,2,0.1,0,20.9,13,15,0,0,northern-iowa,0.636,7,0.429,3,6.5,3,0.591,8.3,1,4,0.5,2,22.7,0.1,0.21,78
cole-henry-1,24.1,24,0,0,-3.6,,-0.4,13.7,22,0.2,0.523,44,0.523,23,0.25,11,0.455,5,21,0,191,-3.2,6.6,11,0.1,23,11.6,51,63,2.1,7,northern-iowa,0,0,,0,10.1,33,0.518,28.9,20,44,0.523,23,18.6,0.3,0.056,81
tytan-anderson-1,12.1,11,0.8,1,1.8,,3.1,9.6,13,0.3,0.5,27,0.444,12,0.296,8,0.5,4,15,0,161,-1.4,10.7,15,0.1,15,13.3,31,41,5,14,northern-iowa,0.333,9,0.333,3,10.2,28,0.503,28,12,18,0.5,9,13.6,0.3,0.086,78
derek-krogmann-1,15.7,2,5.1,1,-0.4,,-0.6,20.1,4,0,0.286,7,0.286,2,0.143,1,0,0,10,0,24,0.2,9.6,2,0,0,12.1,4,6,2.4,1,northern-iowa,0,0,,0,14.6,6,0.268,0,0,7,0.286,2,16,0,0.047,79
goanar-mar-1,5.4,62,1,19,-2.7,,-0.5,9.5,177,1.7,0.438,442,0.378,167,0.4,177,0.751,133,99,52,2111,-2.2,6.3,116,1.1,193,9,520,536,1.3,46,northern-iowa,0.43,190,0.279,53,7.9,293,0.494,17,108,252,0.452,114,15.2,2.8,0.053,79
trevon-faulkner-1,12.2,168,0.8,20,0.1,,0,10.5,248,3.6,0.499,813,0.443,360,0.368,299,0.739,221,97,90,2703,0.1,5.6,131,4.8,240,15.8,1032,1012,2.2,102,northern-kentucky,0.355,289,0.315,91,8,379,0.54,15.9,181,524,0.513,269,21.2,8.4,0.125,75
hubertas-pivorius-1,2.8,1,0,0,3.9,,-1.7,5.2,4,0.1,0.708,36,0.528,19,0.056,2,1,2,5,2,87,5.6,1.2,1,0.3,1,22.3,53,38,1.3,2,northern-kentucky,0.75,27,0.481,13,3.2,5,0.717,14,6,9,0.667,6,24.2,0.4,0.167,74
marques-warrick-1,12.3,54,0.8,7,0.1,,-2.1,6.5,51,0.4,0.5,387,0.424,164,0.171,66,0.833,55,30,26,935,2.2,2.7,22,2.4,41,17.8,442,402,1.5,24,northern-kentucky,0.434,168,0.351,59,4.6,73,0.528,10.1,47,219,0.479,105,25.3,2.8,0.119,74
sam-vinson-1,24.7,20,3.3,5,4.4,,3.5,13.1,17,0.3,0.397,39,0.333,13,0.385,15,0.867,13,5,5,148,0.9,1.5,2,0.1,12,15.2,44,50,4.3,11,northern-kentucky,0.359,14,0.357,5,7.1,19,0.477,20.6,12,25,0.32,8,19.2,0.4,0.122,77
adrian-nelson-1,6.3,53,2.3,33,1.3,,-0.1,25.5,354,2.9,0.667,306,0.667,204,0.415,127,0.472,60,89,33,1602,1.5,13.9,196,4.1,148,21.2,468,494,1.8,49,northern-kentucky,0.003,1,0,0,19.6,550,0.639,15.7,68,305,0.669,204,13.7,7,0.174,79
david-bohm-1,10.8,30,1.7,9,-4.4,,-1.9,14,65,0.5,0.47,202,0.396,80,0.228,46,0.587,27,30,12,552,-2.5,6.2,30,0.3,66,12.2,217,209,1.3,12,northern-kentucky,0.48,97,0.309,30,10,95,0.485,18,49,105,0.476,50,25.1,0.8,0.058,81
bryson-langdon-1,21.8,213,0,0,-2.8,,-0.8,6.9,110,1.7,0.479,447,0.412,184,0.293,131,0.802,105,61,46,1824,-2,1.4,23,2.8,115,12.9,533,575,2,62,northern-kentucky,0.456,204,0.294,60,4.1,133,0.523,18.2,113,243,0.51,124,17.3,4.5,0.099,69
chris-brandon-1,4.1,39,4.6,76,-1.7,,-0.9,18.7,297,1.1,0.65,254,0.65,165,0.417,106,0.481,51,81,54,1838,-0.8,11.3,189,3.4,189,15.9,381,425,1.4,45,northern-kentucky,0.02,5,0,0,14.9,486,0.626,16.5,60,249,0.663,165,9.8,4.5,0.098,80
trey-robinson-1,9.4,22,1.8,7,-2.8,,0.1,12.3,45,0.5,0.461,115,0.417,48,0.461,53,0.642,34,28,5,437,-2.9,5.5,21,0.3,36,13.7,140,140,3,22,northern-kentucky,0.322,37,0.27,10,8.9,66,0.499,19.1,33,78,0.487,38,20.2,0.8,0.074,78
seybian-sims-1,6.6,23,2.7,18,-1.3,,0.1,16.7,93,0.5,0.526,134,0.41,55,0.313,42,0.643,27,30,25,685,-1.4,4.3,26,0.7,66,11.7,168,165,1.4,17,northern-kentucky,0.672,90,0.344,31,10.3,119,0.546,14.9,27,44,0.545,24,13.7,1.2,0.069,79
jake-evans-1,19.6,14,0,0,-2.7,,-0.1,6.1,6,0.1,0.5,12,0.417,5,0.167,2,0,0,18,1,118,-2.6,6.8,7,0,7,9.7,12,21,3.5,7,northern-kentucky,0.583,7,0.286,2,6.5,13,0.463,38.2,8,5,0.6,3,9.1,0.1,0.042,73
noah-hupmann-1,1.2,1,4.1,5,-6.4,,-0.3,15.7,18,0.1,,9,0.667,6,0.556,5,0.2,1,20,0,138,-6,6.7,8,0,27,5.2,13,15,0.4,1,northern-kentucky,0,0,,0,11.2,26,,30.5,5,9,0.667,6,6.1,0.1,0.038,85
isaiah-mason-1,100,1,0,0,38.1,,21.6,100,1,0,,0,,0,,0,,0,1,0,1,16.5,0,0,0,0,56.5,0,1,0,0,northern-kentucky,,0,,0,55.4,1,,,0,0,,0,0,0,0.595,76
david-wassler-1,0,0,0,0,-19.6,,-6.8,25.3,6,0,0.455,11,0.455,5,0.182,2,0,0,13,0,26,-12.8,12.6,3,-0.1,3,5,10,9,0,0,northern-kentucky,0.091,1,0,0,18.9,9,0.418,25.1,4,10,0.5,5,30.7,0,-0.055,82
kendal-coleman-1,3.1,10,5.5,38,-1.8,,-2,26.8,168,0.8,0.52,273,0.52,142,0.242,66,0.561,37,37,8,704,0.2,11.7,78,0.9,61,21.5,321,297,1.8,23,northwestern-state,0.004,1,0,0,19,246,0.527,12.9,45,272,0.522,142,23.8,1.7,0.098,80
cedric-garrett-1,11.5,10,2.6,4,-4.1,,-0.6,12.8,18,0.1,0.452,63,0.381,24,0.111,7,0.714,5,8,8,168,-3.5,5,8,-0.1,29,11.1,62,59,3.6,11,northwestern-state,0.492,31,0.29,9,8.7,26,0.467,17.4,14,32,0.469,15,23.3,0,0.005,77
